Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Elise,"111,882",2.64:1,50.83%,5.32%,5.8%,149.97,"11,584"
75,Zac,"111,786",3.05:1,49.9%,5.31%,3.23%,150.67,"10,646"
76,Garen,"111,077",1.94:1,49.68%,5.28%,2.97%,213.5,"12,544"
77,Teemo,"110,056",1.89:1,50.24%,5.23%,7.63%,178.01,"11,623"
78,Vel'Koz,"108,499",2.38:1,51.98%,5.16%,1.23%,98.54,"10,296"
79,Janna,"105,926",3.35:1,51.56%,5.03%,1.39%,26.87,"8,020"
80,Talon,"105,722",2.41:1,50.69%,5.03%,1.29%,195.14,"12,527"
81,Sett,"104,609",1.68:1,50.31%,4.97%,1.09%,179.84,"11,797"
82,Master Yi,"104,328",2.13:1,49.77%,4.96%,7.48%,180.87,"12,510"
83,Morgana,"102,725",2.65:1,50.46%,4.88%,16.75%,61.56,"9,203"
84,Zyra,"102,436",2.36:1,50.65%,4.87%,3.15%,91.7,"9,713"
85,Orianna,"101,781",2.59:1,49.23%,4.84%,0.85%,197.69,"11,430"
86,Dr. Mundo,"99,927",2.04:1,51.27%,4.75%,2.72%,195.13,"11,501"
87,Soraka,"99,510",2.97:1,51.52%,4.73%,1.86%,26.83,"7,617"
88,Malzahar,"99,407",2.2:1,51%,4.72%,5.18%,219.99,"12,194"
89,Aphelios,"99,012",1.97:1,48.77%,4.71%,0.8%,200.34,"12,284"
90,Seraphine,"98,423",2.88:1,50.38%,4.68%,1.19%,69.19,"8,978"
91,Gnar,"97,939",1.91:1,49.68%,4.66%,1.62%,187.99,"11,478"
92,Camille,"97,717",1.94:1,50.59%,4.64%,2.26%,163.09,"11,421"
93,Sion,"96,090",1.66:1,50.19%,4.57%,0.59%,197.54,"12,110"
94,Veigar,"94,758",2.3:1,50.87%,4.5%,1.09%,194.22,"12,137"
95,Nidalee,"94,009",2.86:1,48.55%,4.47%,2.4%,164.57,"11,447"
96,Xayah,"92,920",2.42:1,50.64%,4.42%,0.66%,215.33,"12,486"
97,Rakan,"88,091",2.99:1,49.8%,4.19%,0.55%,30.06,"7,816"
98,Gwen,"87,434",1.79:1,50.45%,4.16%,3.68%,202.1,"12,312"
99,Brand,"87,159",2.02:1,50.21%,4.14%,2.54%,110.07,"10,285"
100,Bard,"86,067",3.15:1,50.81%,4.09%,0.47%,29.77,"8,342"
101,Ornn,"85,905",2.55:1,51.37%,4.08%,0.64%,177.97,"10,756"
102,Hecarim,"83,418",2.75:1,49.76%,3.96%,2.57%,197.23,"12,239"
103,Ryze,"83,406",2.21:1,51.23%,3.96%,0.48%,217.06,"12,097"
104,Cho'Gath,"83,236",2.11:1,51.48%,3.96%,0.66%,184.72,"11,597"
105,Xin Zhao,"83,082",2.37:1,50.4%,3.95%,0.65%,166.68,"11,396"
106,Gangplank,"82,784",2.1:1,49.14%,3.93%,1.46%,209.38,"13,476"
107,Vex,"81,869",2.45:1,52.23%,3.89%,7.09%,186.37,"11,639"
108,Tristana,"81,457",2.35:1,49.57%,3.87%,0.44%,194.76,"12,947"
109,Samira,"79,589",2.16:1,49.21%,3.78%,6.05%,193.1,"13,187"
110,Nasus,"78,411",1.85:1,49.42%,3.73%,4.8%,186,"11,469"
111,Lissandra,"78,343",2.4:1,50.84%,3.72%,1.82%,189.96,"11,367"
112,Shen,"78,015",2.9:1,51.12%,3.71%,0.53%,134.77,"9,948"
113,Skarner,"77,817",3.21:1,49.88%,3.7%,8.33%,150.22,"10,564"
114,Nunu & Willump,"76,821",2.72:1,50.67%,3.65%,0.66%,155.14,"10,888"
115,Fizz,"75,918",2.32:1,50.24%,3.61%,4.4%,179.23,"12,411"
116,Kindred,"75,074",2.29:1,49.39%,3.57%,1.85%,177.81,"12,197"
117,Amumu,"74,997",2.43:1,50.34%,3.56%,2.38%,153.6,"10,860"
118,Fiora,"74,241",1.5:1,49.77%,3.53%,5.13%,198.51,"12,077"
119,Fiddlesticks,"74,219",2.54:1,51.44%,3.53%,1.92%,153.26,"11,178"
120,Rengar,"73,811",2.22:1,47.99%,3.51%,3.97%,187.25,"12,407"
121,Alistar,"72,543",2.52:1,48.66%,3.45%,1.21%,27.64,"7,743"
122,Lillia,"70,857",2.83:1,49.91%,3.37%,3.88%,190.69,"11,983"
123,Twitch,"69,959",2.29:1,48.36%,3.33%,1.5%,170.34,"12,551"
124,Zoe,"68,785",2.55:1,50.04%,3.27%,1.1%,133.5,"10,738"
125,Karthus,"68,088",2.32:1,50.19%,3.24%,5.37%,209.7,"13,034"
126,Briar,"67,239",2.15:1,50.73%,3.2%,3.48%,172.23,"12,400"
127,Zilean,"66,857",3.28:1,51.08%,3.18%,0.87%,58.61,"8,528"
128,Yorick,"65,662",1.73:1,50.64%,3.12%,3.62%,214.48,"12,384"
129,Taliyah,"65,164",2.49:1,51.19%,3.1%,0.8%,189.59,"12,019"
130,Rell,"64,691",2.86:1,49.51%,3.07%,1.88%,27.98,"8,114"
131,Sejuani,"64,600",3.11:1,49.31%,3.07%,0.42%,162.34,"10,833"
132,Twisted Fate,"63,227",2.37:1,49.72%,3.01%,0.23%,184.12,"12,202"
133,Kog'Maw,"62,794",2.2:1,52.2%,2.98%,3.75%,198.35,"12,420"
134,Ziggs,"62,435",2.52:1,50.95%,2.97%,0.85%,205.38,"12,229"
135,Kayle,"62,119",1.83:1,51.16%,2.95%,0.84%,221.12,"12,442"
136,Udyr,"59,745",2.45:1,49.73%,2.84%,3.06%,185.99,"11,593"
137,Zeri,"59,461",2.38:1,49.15%,2.83%,0.33%,227.08,"12,950"
138,Neeko,"59,356",2.36:1,50.61%,2.82%,0.94%,87.38,"9,635"
139,Azir,"57,769",2.06:1,48.41%,2.75%,0.34%,209.6,"11,931"
140,Tryndamere,"57,305",1.62:1,50.38%,2.72%,1.55%,222.64,"12,838"
141,Illaoi,"56,819",1.42:1,50%,2.7%,6.58%,202.24,"11,980"
142,Cassiopeia,"56,080",2.02:1,52.05%,2.67%,1.8%,198.41,"11,696"
143,Anivia,"55,299",2.67:1,52%,2.63%,2.04%,182.15,"11,292"
144,Kassadin,"54,436",2.53:1,50.62%,2.59%,2.75%,192.18,"12,016"
145,Trundle,"54,058",1.53:1,50.95%,2.57%,0.62%,199.47,"12,413"
146,Aurelion Sol,"53,331",2.68:1,50.87%,2.53%,1.04%,198.85,"12,164"
147,Qiyana,"53,320",2.33:1,50.56%,2.53%,0.55%,179.44,"12,251"
148,Akshan,"52,202",2.34:1,50.96%,2.48%,2.25%,186.96,"12,881"
149,Sona,"49,168",3.02:1,51.63%,2.34%,0.09%,27.84,"8,129"
150,Singed,"48,987",1.92:1,50.85%,2.33%,0.32%,198.68,"11,483"
151,Bel'Veth,"48,385",2.53:1,50.32%,2.3%,3.09%,182.39,"12,034"
152,Evelynn,"48,189",2.86:1,49.98%,2.29%,3.45%,163.39,"11,849"
153,Urgot,"48,182",2.02:1,51.17%,2.29%,0.4%,197.18,"12,441"
154,Renata Glasc,"46,624",2.83:1,50.11%,2.22%,0.4%,31.59,"8,065"
155,Kalista,"44,640",2.08:1,47.58%,2.12%,0.47%,193.94,"12,549"
156,Kennen,"42,510",2.08:1,51.04%,2.02%,0.97%,178.09,"11,316"
157,Nilah,"41,302",2.26:1,53.52%,1.96%,3.4%,197.77,"12,948"
158,Rumble,"39,625",2.11:1,48.38%,1.88%,0.53%,177.57,"11,207"
159,Heimerdinger,"39,040",1.8:1,51.42%,1.86%,0.85%,172.42,"11,397"
160,Rammus,"37,696",2.97:1,50.74%,1.79%,4.02%,149.63,"10,517"
161,Shyvana,"36,194",2.43:1,50.3%,1.72%,0.4%,211.44,"12,469"
162,Taric,"35,671",2.79:1,52.32%,1.7%,0.41%,39.01,"8,057"
163,Naafiri,"35,497",2.23:1,51.24%,1.69%,0.81%,184.52,"12,185"
164,Kled,"35,484",2.08:1,51.32%,1.69%,0.6%,178.16,"12,120"
165,Olaf,"34,138",1.79:1,50.78%,1.62%,0.92%,193.76,"12,197"
166,Annie,"29,418",2.34:1,50.56%,1.4%,0.23%,149.25,"10,854"
167,Rek'Sai,"29,079",3.01:1,51%,1.38%,0.57%,159,"11,572"
168,Ivern,"27,511",3.64:1,50.51%,1.31%,0.47%,132.46,"9,885"
169,Quinn,"24,649",2.01:1,50.49%,1.17%,0.44%,177.94,"12,310"
