Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Fizz,"281,013",2.36:1,50.22%,5.41%,10.95%,171.94,"12,693"
75,Blitzcrank,"278,330",2.49:1,48.58%,5.36%,14.67%,29.99,"8,291"
76,Corki,"269,719",2.37:1,49.06%,5.19%,4.41%,207.65,"12,691"
77,Sion,"268,893",1.64:1,50.34%,5.18%,0.85%,199.4,"12,641"
78,Vex,"265,351",2.35:1,50.65%,5.11%,7.9%,180.51,"11,841"
79,Milio,"265,194",3.73:1,51.07%,5.11%,2.3%,29.37,"7,971"
80,Aatrox,"260,342",1.86:1,49.05%,5.01%,6.25%,179.25,"11,565"
81,Samira,"260,033",2.03:1,48.51%,5.01%,9.77%,185.1,"13,172"
82,Renekton,"258,880",1.89:1,49.55%,4.99%,3.36%,201,"12,275"
83,Nunu & Willump,"258,442",2.51:1,49.51%,4.98%,0.98%,156.31,"11,240"
84,Briar,"256,606",2.13:1,52.4%,4.94%,6.99%,172.82,"12,765"
85,Trundle,"256,189",1.68:1,51.44%,4.93%,1.92%,194.65,"12,689"
86,Aurora,"255,321",2.38:1,48.9%,4.92%,8.97%,185.67,"11,667"
87,Poppy,"250,228",2.32:1,50.24%,4.82%,3.79%,83.51,"9,943"
88,Varus,"248,721",2.19:1,48.2%,4.79%,0.58%,189.57,"12,373"
89,Braum,"233,719",2.94:1,50.33%,4.5%,2.63%,27.85,"8,222"
90,Lillia,"232,555",2.69:1,50.71%,4.48%,5.91%,189.07,"12,322"
91,Shen,"229,423",2.91:1,50.86%,4.42%,0.65%,124.03,"10,182"
92,Janna,"228,199",3.34:1,51.71%,4.4%,1.16%,27.83,"8,149"
93,Jarvan IV,"227,597",3.18:1,50.53%,4.38%,1.23%,163.74,"11,775"
94,LeBlanc,"224,248",2.67:1,48.39%,4.32%,10.71%,154.49,"11,575"
95,Lucian,"223,776",2.24:1,47.7%,4.31%,0.64%,198.59,"12,583"
96,Soraka,"222,110",2.93:1,51.11%,4.28%,1.49%,27.95,"7,857"
97,Riven,"221,916",1.91:1,49.45%,4.27%,1.75%,191.01,"12,134"
98,Illaoi,"216,913",1.55:1,51.45%,4.18%,15.97%,192.63,"12,103"
99,Vladimir,"212,515",2.15:1,49.62%,4.09%,3.14%,198.16,"11,988"
100,Neeko,"210,083",2.25:1,49.05%,4.05%,1.49%,93.89,"10,145"
101,Gwen,"209,771",1.74:1,48.51%,4.04%,3.02%,197.04,"12,447"
102,Twitch,"209,240",2.25:1,47.99%,4.03%,3.43%,166.33,"12,736"
103,Tryndamere,"206,273",1.67:1,49.1%,3.97%,2.91%,218.16,"13,017"
104,Ziggs,"206,127",2.41:1,50.72%,3.97%,1.49%,191.54,"12,176"
105,Heimerdinger,"201,843",1.79:1,51.66%,3.89%,4.05%,177.58,"11,864"
106,Jayce,"201,709",1.85:1,45.59%,3.88%,0.38%,198.4,"12,284"
107,Talon,"200,625",2.26:1,49.06%,3.86%,0.87%,192.52,"12,719"
108,Orianna,"200,053",2.58:1,48.61%,3.85%,0.73%,193.64,"11,742"
109,Yuumi,"199,624",4.72:1,47.33%,3.84%,2.86%,15.05,"7,894"
110,Xayah,"197,028",2.29:1,49.57%,3.79%,0.65%,206.51,"12,525"
111,Zac,"194,285",3.05:1,49.55%,3.74%,2.32%,152.49,"11,018"
112,Kayle,"190,040",1.88:1,51.42%,3.66%,1.16%,217.53,"12,702"
113,Ornn,"189,242",2.43:1,51.03%,3.64%,0.73%,177.33,"11,088"
114,Elise,"188,969",2.46:1,49.39%,3.64%,1.82%,154.83,"11,921"
115,Rakan,"187,426",2.91:1,48.53%,3.61%,0.44%,31.71,"8,112"
116,Xin Zhao,"183,669",2.27:1,50.2%,3.54%,0.56%,171.07,"11,886"
117,Aphelios,"183,625",1.92:1,48.91%,3.54%,1.01%,192.79,"12,487"
118,Fiddlesticks,"183,144",2.44:1,50.33%,3.53%,1.43%,160.94,"11,783"
119,Bard,"180,083",3.1:1,49.81%,3.47%,0.55%,32.72,"8,691"
120,Urgot,"177,579",2.01:1,51.53%,3.42%,1.41%,195.9,"12,761"
121,Gnar,"170,374",1.93:1,48.93%,3.28%,0.89%,185.42,"11,854"
122,Kindred,"168,251",2.14:1,47.35%,3.24%,1.15%,179.19,"12,475"
123,Hecarim,"165,084",2.6:1,49.16%,3.18%,1.9%,195.85,"12,364"
124,Cassiopeia,"163,445",2.03:1,51.63%,3.15%,2.61%,191.15,"11,942"
125,Rengar,"162,643",2.06:1,45.8%,3.13%,3.71%,186.29,"12,446"
126,Ryze,"161,730",2.18:1,50.71%,3.11%,0.35%,214.65,"12,396"
127,Aurelion Sol,"158,090",2.61:1,50.99%,3.04%,1.48%,199.93,"12,655"
128,K'Sante,"157,746",1.95:1,46.65%,3.04%,3.34%,181.69,"11,113"
129,Sejuani,"155,594",2.93:1,48.98%,3%,0.41%,165.89,"11,230"
130,Fiora,"155,469",1.54:1,48.95%,2.99%,4.52%,194.25,"12,286"
131,Camille,"153,939",1.9:1,49.27%,2.96%,1.9%,166.64,"11,678"
132,Udyr,"153,876",2.35:1,49.92%,2.96%,2.74%,186.22,"11,881"
133,Shyvana,"153,721",2.4:1,51.45%,2.96%,1.2%,209.67,"12,721"
134,Evelynn,"152,565",2.66:1,48.49%,2.94%,3.7%,160.78,"12,028"
135,Rell,"151,567",2.87:1,49.22%,2.92%,1.3%,29.63,"8,467"
136,Kog'Maw,"145,555",2.15:1,51.39%,2.8%,1.94%,188.55,"12,554"
137,Zilean,"145,510",3.19:1,50.49%,2.8%,0.75%,63.88,"8,948"
138,Sona,"140,816",3:1,51.58%,2.71%,0.16%,29.44,"8,370"
139,Akshan,"137,669",2.2:1,49.16%,2.65%,2.31%,184.98,"13,009"
140,Skarner,"136,287",2.88:1,47.49%,2.62%,6.96%,151.31,"10,682"
141,Singed,"135,565",1.8:1,50.85%,2.61%,0.47%,202.25,"11,990"
142,Alistar,"135,489",2.51:1,48.52%,2.61%,0.77%,32.42,"8,200"
143,Lissandra,"134,493",2.29:1,49.4%,2.59%,1.21%,187,"11,617"
144,Zoe,"133,466",2.4:1,48.21%,2.57%,1.01%,131.32,"10,912"
145,Gangplank,"128,034",2.05:1,47.75%,2.47%,0.54%,211.06,"13,933"
146,Anivia,"124,708",2.69:1,51.6%,2.4%,1.7%,180.65,"11,586"
147,Karthus,"119,333",2.26:1,49.09%,2.3%,1.07%,211.46,"13,388"
148,Naafiri,"118,358",2.21:1,50.92%,2.28%,1.76%,180.9,"12,572"
149,Rammus,"117,902",2.82:1,50.24%,2.27%,4.93%,153.96,"10,963"
150,Qiyana,"116,761",2.16:1,47.96%,2.25%,0.48%,178.87,"12,389"
