Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Aurora,"15,887",2.48:1,49.28%,5.06%,16.44%,183.08,"11,957"
75,Trundle,"15,832",1.7:1,52.45%,5.04%,3.11%,197.71,"13,140"
76,Sion,"15,629",1.52:1,48.94%,4.97%,1.92%,202.21,"13,070"
77,Poppy,"15,542",2.27:1,49.96%,4.95%,3.44%,89.2,"10,153"
78,Tristana,"15,509",2.31:1,46.77%,4.94%,1.18%,187.78,"13,247"
79,Udyr,"15,250",2.14:1,49.09%,4.85%,3.56%,186.52,"12,171"
80,Nunu & Willump,"14,926",2.45:1,50.16%,4.75%,1.23%,158.38,"11,636"
81,Malzahar,"14,881",2.36:1,52.9%,4.74%,5.74%,219.31,"13,041"
82,Vel'Koz,"14,848",2.43:1,52.11%,4.73%,1.66%,85.63,"10,636"
83,Renekton,"14,635",2.03:1,51.14%,4.66%,2.82%,205.17,"12,884"
84,Sivir,"14,556",2.59:1,51.17%,4.63%,0.89%,236.19,"13,270"
85,Xayah,"14,462",2.44:1,49.82%,4.6%,0.92%,216.55,"13,132"
86,Rakan,"14,027",2.68:1,48.96%,4.46%,0.82%,33.37,"8,385"
87,Illaoi,"13,799",1.61:1,51.26%,4.39%,13.24%,190.28,"12,344"
88,Briar,"13,681",2.09:1,51.6%,4.35%,7.18%,175.99,"12,989"
89,Zyra,"13,652",2.36:1,51.28%,4.34%,2.84%,79.23,"10,178"
90,Milio,"13,443",3.59:1,51.77%,4.28%,2.66%,29.59,"8,163"
91,Jarvan IV,"13,433",3.15:1,52.58%,4.28%,1.38%,167.39,"12,095"
92,Corki,"13,407",2.51:1,49.27%,4.27%,2.12%,215.85,"13,279"
93,Maokai,"13,380",2.52:1,51.22%,4.26%,1.04%,106.16,"10,027"
94,Syndra,"13,290",2.41:1,49.22%,4.23%,2.17%,195.31,"12,747"
95,Amumu,"13,207",2.46:1,52.17%,4.2%,1.84%,162.27,"11,611"
96,Sona,"12,786",2.84:1,51.65%,4.07%,0.26%,30.06,"8,565"
97,Lillia,"12,555",2.54:1,49.69%,4%,3.52%,187.85,"12,497"
98,Twitch,"12,513",2.3:1,46.78%,3.98%,1.74%,168.83,"12,999"
99,Rengar,"12,458",1.93:1,44.36%,3.96%,2.42%,185.32,"12,631"
100,Braum,"12,088",2.81:1,50.77%,3.85%,2.26%,28.85,"8,468"
101,Zoe,"12,053",2.47:1,47.87%,3.84%,1.96%,126.55,"11,175"
102,Kayle,"11,878",1.91:1,52.06%,3.78%,0.97%,219.46,"13,096"
103,Xin Zhao,"11,790",2.24:1,50.09%,3.75%,0.55%,173.34,"12,149"
104,K'Sante,"11,705",1.93:1,46.69%,3.73%,5.26%,180.33,"11,460"
105,Janna,"11,670",3.11:1,51.05%,3.71%,0.93%,29.91,"8,426"
106,Gwen,"11,489",1.81:1,49.23%,3.66%,2.4%,198.62,"12,860"
107,Fizz,"11,469",2.32:1,49.29%,3.65%,3.21%,165.69,"12,915"
108,Yuumi,"11,267",4.47:1,44.73%,3.59%,2.96%,15.88,"8,098"
109,Draven,"11,223",2.13:1,48.39%,3.57%,5.48%,196.3,"14,066"
110,Talon,"11,025",2.26:1,49.33%,3.51%,0.65%,189.3,"12,999"
111,Vladimir,"10,902",2.16:1,50.22%,3.47%,2.55%,195.62,"12,282"
112,Neeko,"10,847",2.27:1,49.67%,3.45%,2.13%,82.62,"10,242"
113,Sejuani,"10,786",2.93:1,50.25%,3.43%,1.18%,164.83,"11,424"
114,Renata Glasc,"10,747",2.61:1,49.91%,3.42%,2.01%,34.96,"8,637"
115,Shen,"10,728",2.97:1,51.14%,3.41%,0.67%,130.34,"10,663"
116,Elise,"10,514",2.39:1,50.55%,3.35%,1.53%,159.57,"12,260"
117,Tryndamere,"10,437",1.74:1,48.91%,3.32%,1.66%,217.12,"13,385"
118,Skarner,"10,431",2.87:1,48.58%,3.32%,8.66%,153.36,"11,028"
119,Aphelios,"10,282",2:1,47.89%,3.27%,1.12%,191.65,"12,743"
120,Vex,"10,279",2.56:1,53.13%,3.27%,3.96%,177.89,"12,257"
121,Orianna,"10,265",2.73:1,49.14%,3.27%,0.55%,187.78,"12,006"
122,Kindred,"10,240",2.08:1,46.95%,3.26%,1.36%,183.38,"12,808"
123,Azir,"10,236",1.98:1,46.22%,3.26%,0.82%,201.79,"12,373"
124,Camille,"10,043",1.82:1,47.36%,3.2%,1.3%,164.1,"11,865"
125,Gnar,"9,976",1.87:1,47.35%,3.18%,0.85%,184.58,"12,177"
126,Gangplank,"9,554",2.15:1,47.92%,3.04%,1.66%,212.01,"14,373"
127,Ziggs,"9,424",2.66:1,51.27%,3%,1.74%,192.73,"12,563"
128,Fiddlesticks,"9,322",2.42:1,50.2%,2.97%,1.16%,156.73,"11,942"
129,Fiora,"9,199",1.57:1,46.99%,2.93%,2.59%,190.76,"12,400"
130,Ornn,"9,180",2.39:1,51.14%,2.92%,0.95%,170.05,"11,327"
131,Alistar,"9,155",2.36:1,47.3%,2.91%,1.68%,31.2,"8,363"
132,Zac,"8,875",2.97:1,48.85%,2.82%,1.29%,153.27,"11,275"
