Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Illaoi,"4,451",1.54:1,51.58%,5.21%,19.13%,183.49,"12,134"
75,Seraphine,"4,383",2.66:1,49.71%,5.13%,1.58%,68.18,"9,686"
76,Zyra,"4,346",2.29:1,50.35%,5.09%,6.92%,76.14,"10,290"
77,Nunu & Willump,"4,258",2.43:1,49.53%,4.98%,0.93%,150,"11,480"
78,Trundle,"4,233",1.68:1,52.47%,4.95%,1.94%,183.36,"12,718"
79,Twitch,"4,097",2.22:1,47.99%,4.79%,2.89%,146.77,"12,953"
80,Blitzcrank,"4,003",2.38:1,47.79%,4.68%,11.27%,30.33,"8,516"
81,Varus,"3,979",2.08:1,47.2%,4.66%,0.5%,174,"12,468"
82,Cho'Gath,"3,937",2.12:1,50.11%,4.61%,1.43%,161.87,"11,794"
83,Karma,"3,923",2.59:1,48.99%,4.59%,1.19%,55.36,"9,361"
84,Nami,"3,834",3.31:1,51.15%,4.49%,0.61%,25.59,"8,527"
85,Udyr,"3,666",2.21:1,50.08%,4.29%,4.54%,178.48,"12,043"
86,Sion,"3,606",1.56:1,50.03%,4.22%,0.66%,189.97,"12,824"
87,Talon,"3,532",2.28:1,49.18%,4.13%,1.27%,183.39,"12,900"
88,Milio,"3,464",3.69:1,52.86%,4.05%,2.63%,28.36,"8,185"
89,Heimerdinger,"3,453",1.82:1,51.55%,4.04%,4.79%,167.51,"11,865"
90,Riven,"3,343",1.89:1,47.83%,3.91%,1.06%,178.04,"12,066"
91,Kayle,"3,308",1.84:1,51.45%,3.87%,1.12%,206.28,"12,653"
92,Maokai,"3,265",2.49:1,51.09%,3.82%,0.72%,92.24,"9,764"
93,Soraka,"3,259",2.95:1,49.74%,3.81%,2.19%,26.9,"8,068"
94,Vex,"3,252",2.28:1,50.52%,3.81%,6.1%,171.06,"12,090"
95,Fiddlesticks,"3,193",2.42:1,52.02%,3.74%,0.98%,145.78,"11,925"
96,Lillia,"3,138",2.52:1,49.87%,3.67%,5.01%,180.41,"12,400"
97,Poppy,"3,138",2.39:1,50.16%,3.67%,1.83%,76.11,"10,323"
98,Jarvan IV,"3,112",3.11:1,50.9%,3.64%,1.17%,156.8,"12,092"
99,Rengar,"3,098",2.06:1,45.8%,3.63%,2.18%,184.15,"12,796"
100,Aphelios,"3,098",1.8:1,49.35%,3.63%,1.01%,177.91,"12,492"
101,Shen,"3,092",2.8:1,50.32%,3.62%,0.54%,111.49,"10,228"
102,Renekton,"3,081",1.87:1,49.11%,3.61%,2.53%,191.7,"12,430"
103,Urgot,"3,081",2.03:1,51.48%,3.61%,1.73%,184.24,"12,778"
104,Corki,"3,058",2.31:1,48.82%,3.58%,2.03%,195.25,"13,133"
105,LeBlanc,"3,022",2.46:1,47.78%,3.54%,7.92%,141.39,"11,563"
106,Gangplank,"2,969",1.98:1,48.4%,3.47%,1.07%,197.58,"14,000"
107,Aurelion Sol,"2,881",2.47:1,51.16%,3.37%,1.3%,189.17,"12,912"
108,Neeko,"2,880",2.15:1,48.13%,3.37%,1.41%,78.12,"10,266"
109,Aurora,"2,793",2.33:1,49.77%,3.27%,4.26%,172.57,"11,777"
110,Syndra,"2,790",2.28:1,49.96%,3.27%,2.23%,187.51,"12,622"
111,Sivir,"2,740",2.2:1,50.29%,3.21%,0.72%,215.6,"12,795"
112,Rammus,"2,680",2.78:1,50%,3.14%,10.67%,150.22,"11,266"
113,Hecarim,"2,679",2.55:1,50.13%,3.14%,2.55%,190.44,"12,576"
114,Braum,"2,665",2.8:1,50.17%,3.12%,2.41%,27.68,"8,612"
115,Xin Zhao,"2,599",2.17:1,49.29%,3.04%,0.43%,165.23,"12,241"
116,Alistar,"2,572",2.44:1,48.6%,3.01%,1.26%,31.92,"8,527"
117,Evelynn,"2,572",2.57:1,49.07%,3.01%,2.15%,151.74,"12,209"
118,Zilean,"2,520",3.05:1,51.35%,2.95%,1.54%,59.53,"9,107"
119,Ziggs,"2,494",2.24:1,50.4%,2.92%,1.18%,169.08,"12,187"
120,Janna,"2,443",3.38:1,52.84%,2.86%,0.54%,28.26,"8,468"
121,K'Sante,"2,386",1.94:1,45.52%,2.79%,2.1%,169.28,"11,193"
122,Jayce,"2,377",1.83:1,46.07%,2.78%,0.3%,185.46,"12,266"
123,Xayah,"2,347",2.24:1,49.94%,2.75%,0.53%,190.32,"12,595"
