Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
73,Master Yi,"280,729",2.02:1,48.64%,5.14%,3.5%,168.1,"11,772"
74,Orianna,"276,478",2.45:1,49.14%,5.06%,1.33%,191.98,"11,070"
75,Dr. Mundo,"270,240",2.08:1,51.62%,4.95%,2.27%,179.46,"10,839"
76,Neeko,"260,016",2.24:1,49.99%,4.76%,2.64%,76.08,"9,038"
77,Garen,"256,869",2:1,49.66%,4.71%,1.6%,196.38,"11,912"
78,Sivir,"252,510",2.56:1,51.74%,4.63%,1.16%,224.69,"12,143"
79,Katarina,"245,628",2.35:1,49.93%,4.5%,2.09%,164.53,"11,656"
80,Kha'Zix,"242,102",2.59:1,50.21%,4.43%,1.52%,170.53,"11,896"
81,Senna,"240,326",2.75:1,50.24%,4.4%,1.07%,42.33,"8,907"
82,Gnar,"233,351",1.89:1,49.86%,4.27%,1.74%,181.28,"11,111"
83,Nasus,"230,992",1.88:1,49.99%,4.23%,4.02%,180.74,"11,179"
84,Sejuani,"229,212",3.13:1,49.88%,4.2%,0.42%,157.66,"10,512"
85,Veigar,"226,019",2.23:1,51.14%,4.14%,0.94%,163.41,"11,316"
86,Xayah,"224,953",2.48:1,50.49%,4.12%,0.64%,208.46,"11,993"
87,Amumu,"224,660",2.37:1,49.85%,4.12%,0.59%,133.93,"10,133"
88,Malzahar,"224,504",2.22:1,51.9%,4.11%,2.86%,214.93,"11,967"
89,Ryze,"223,754",2.16:1,51.08%,4.1%,0.64%,206.17,"11,554"
90,Samira,"221,681",2.25:1,49.62%,4.06%,5.31%,187.3,"12,718"
91,Alistar,"220,086",2.44:1,48.68%,4.03%,1.24%,29.4,"7,511"
92,Yorick,"219,861",1.84:1,52.67%,4.03%,4.58%,205.23,"11,980"
93,Brand,"215,484",2.02:1,51.32%,3.95%,1.62%,98.81,"9,880"
94,Trundle,"215,270",1.48:1,50.41%,3.94%,0.96%,185,"11,832"
95,Rakan,"214,725",2.82:1,49.79%,3.93%,0.81%,30.14,"7,511"
96,Gangplank,"213,553",2.08:1,49.37%,3.91%,1.82%,200.44,"12,924"
97,Lillia,"213,523",2.82:1,51.06%,3.91%,2.86%,179.3,"11,526"
98,Elise,"211,267",2.72:1,51.4%,3.87%,5.97%,144.9,"11,170"
99,Ornn,"208,382",2.65:1,52%,3.82%,0.4%,164.95,"10,258"
100,Tristana,"207,080",2.32:1,48.23%,3.79%,0.55%,185.6,"12,247"
101,Syndra,"194,290",2.31:1,50.26%,3.56%,1.46%,184.92,"11,615"
102,Aphelios,"193,777",1.98:1,48.24%,3.55%,0.47%,198.28,"11,892"
103,Illaoi,"190,758",1.45:1,50.97%,3.49%,6.98%,190,"11,460"
104,Ziggs,"189,439",2.44:1,51.36%,3.47%,1.65%,185.34,"11,446"
105,Sion,"187,252",1.95:1,51.18%,3.43%,0.33%,171.56,"11,149"
106,Jarvan IV,"178,144",3.18:1,49.75%,3.26%,0.21%,145.13,"10,809"
107,Gwen,"176,423",1.73:1,49.22%,3.23%,2.38%,189.05,"11,505"
108,Karthus,"173,909",2.28:1,49.83%,3.19%,6.57%,198.58,"12,562"
109,Riven,"172,599",1.87:1,49.25%,3.16%,0.78%,180.05,"11,342"
110,Fiora,"172,235",1.43:1,49.11%,3.15%,2.63%,190.1,"11,542"
111,Kindred,"170,167",2.25:1,48.25%,3.12%,0.66%,172.54,"11,818"
112,Twisted Fate,"167,834",2.31:1,49.36%,3.07%,0.27%,177.36,"11,720"
113,Nami,"167,779",3.12:1,51.28%,3.07%,0.34%,25.22,"7,661"
114,Shen,"167,552",2.9:1,50.19%,3.07%,0.22%,113.18,"9,269"
115,Fizz,"164,761",2.4:1,50.29%,3.02%,1.76%,169.8,"11,934"
116,Skarner,"163,769",3.14:1,49.07%,3%,2.86%,142.25,"10,040"
117,Nunu & Willump,"161,842",2.69:1,49.48%,2.96%,0.66%,143.72,"10,291"
118,Briar,"157,935",2.17:1,51.58%,2.89%,1.1%,159.27,"11,786"
119,Draven,"157,770",2.14:1,50.48%,2.89%,2.84%,193.1,"13,022"
120,Vladimir,"155,790",2.14:1,49.86%,2.85%,0.59%,190.93,"11,238"
121,Kog'Maw,"155,220",2.17:1,50.82%,2.84%,9.05%,189.17,"11,789"
122,Zeri,"154,977",2.37:1,49.33%,2.84%,0.29%,221.99,"12,575"
123,Soraka,"154,585",2.9:1,50.62%,2.83%,0.29%,26.95,"7,367"
124,Fiddlesticks,"153,786",2.42:1,50.93%,2.82%,0.56%,134.74,"10,552"
125,Camille,"150,178",1.91:1,48.97%,2.75%,0.44%,146.18,"10,668"
126,Cassiopeia,"149,853",1.97:1,52.06%,2.74%,1.4%,189.33,"11,277"
127,Heimerdinger,"149,125",1.74:1,51.83%,2.73%,2.96%,159.93,"10,944"
128,Vel'Koz,"148,193",2.28:1,51.69%,2.71%,0.39%,78.05,"9,485"
129,Zoe,"145,190",2.46:1,49.87%,2.66%,0.78%,129,"10,207"
130,Azir,"144,802",1.94:1,47.69%,2.65%,0.31%,197.69,"11,331"
131,Lissandra,"144,462",2.35:1,50.3%,2.65%,0.78%,181.49,"10,830"
132,Rammus,"141,172",2.88:1,50.36%,2.59%,3.49%,141.03,"10,117"
133,Kalista,"139,599",1.99:1,47.61%,2.56%,0.8%,188.96,"12,157"
134,Rell,"138,903",2.79:1,49.42%,2.54%,1.37%,29.01,"7,743"
135,Cho'Gath,"133,284",2.19:1,51.13%,2.44%,0.16%,161.97,"10,883"
136,Taliyah,"126,449",2.42:1,50.35%,2.32%,0.41%,181.72,"11,544"
137,Rumble,"125,480",2.07:1,48.43%,2.3%,1.06%,170.22,"10,803"
138,Kennen,"122,952",2.05:1,49.89%,2.25%,1.23%,167.51,"10,725"
139,Twitch,"113,230",2.28:1,46.53%,2.07%,0.68%,150.44,"11,852"
140,Zilean,"110,041",3.16:1,51.28%,2.02%,0.31%,55.48,"8,170"
141,Hecarim,"108,884",2.67:1,47.38%,1.99%,0.22%,180.04,"11,377"
