Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Master Yi,"163,124",2.07:1,49.78%,5.43%,8.36%,182.42,"12,639"
75,Milio,"162,217",3.77:1,51.37%,5.4%,2.87%,27.72,"7,860"
76,Vel'Koz,"162,192",2.35:1,52.36%,5.4%,1.5%,97.47,"10,430"
77,Dr. Mundo,"161,543",2.06:1,51.97%,5.38%,3.76%,194.84,"11,677"
78,Brand,"159,908",2.01:1,50.83%,5.32%,4.28%,103.78,"10,384"
79,K'Sante,"157,055",2.06:1,47.5%,5.23%,5.33%,181.73,"10,946"
80,Jarvan IV,"156,489",3.22:1,50.95%,5.21%,1.15%,159.84,"11,652"
81,Braum,"156,189",2.96:1,50.99%,5.2%,3.07%,27.44,"8,008"
82,Vladimir,"149,406",2.23:1,50.79%,4.97%,3.98%,201.09,"11,994"
83,Sion,"148,808",1.65:1,50.12%,4.95%,0.84%,198.25,"12,331"
84,Zac,"147,370",3.06:1,49.58%,4.91%,2.56%,150.81,"10,791"
85,Riven,"147,270",1.91:1,50.26%,4.9%,1.72%,192.35,"12,091"
86,Seraphine,"146,984",2.82:1,50.28%,4.89%,1.39%,65.8,"9,106"
87,Yuumi,"143,521",4.67:1,48.77%,4.78%,4.49%,15.54,"7,737"
88,Nasus,"139,206",1.91:1,50.33%,4.63%,5.71%,188.74,"11,783"
89,Soraka,"138,884",2.96:1,51.85%,4.62%,1.85%,27.45,"7,748"
90,Cho'Gath,"137,907",2.12:1,51.59%,4.59%,0.93%,182.59,"11,772"
91,Amumu,"137,075",2.47:1,51.12%,4.56%,3.4%,159.94,"11,165"
92,Orianna,"133,990",2.56:1,48.81%,4.46%,0.72%,196.44,"11,556"
93,Vex,"132,574",2.44:1,52.04%,4.41%,7.57%,186.26,"11,786"
94,Talon,"130,013",2.36:1,50.6%,4.33%,0.96%,194.19,"12,620"
95,Yorick,"129,413",1.76:1,51.61%,4.31%,5.74%,215.68,"12,609"
96,Gnar,"128,212",1.94:1,49.77%,4.27%,1.3%,187.38,"11,679"
97,Elise,"127,565",2.58:1,50.44%,4.25%,3.62%,152.57,"11,738"
98,Xayah,"127,543",2.41:1,50.26%,4.25%,0.62%,214.92,"12,612"
99,Fizz,"126,492",2.34:1,50.78%,4.21%,6.16%,177.99,"12,621"
