Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
74,Neeko,"2,792",2.58:1,52.65%,5.38%,1.31%,78.67,"8,657"
75,Qiyana,"2,784",2.75:1,54.71%,5.36%,2.32%,181.97,"11,682"
76,Zac,"2,775",3.16:1,50.13%,5.34%,4.37%,155.32,"10,062"
77,Diana,"2,774",2.3:1,50.32%,5.34%,1.3%,189.95,"11,631"
78,Darius,"2,750",1.89:1,51.02%,5.3%,10.43%,191.66,"11,278"
79,Rengar,"2,677",2.55:1,51.55%,5.16%,17.98%,184.9,"11,873"
80,Zoe,"2,657",2.75:1,51.41%,5.12%,4.04%,125.6,"9,994"
81,LeBlanc,"2,623",2.9:1,47.69%,5.05%,29.63%,162.82,"10,628"
82,Katarina,"2,607",2.65:1,49.6%,5.02%,7.78%,172.8,"11,572"
83,Pantheon,"2,562",2.27:1,50.94%,4.93%,1%,135.85,"10,224"
84,Aphelios,"2,503",2.13:1,49.26%,4.82%,0.53%,197.07,"11,644"
85,Kayn,"2,489",2.6:1,50.54%,4.79%,4.39%,178.29,"11,626"
86,Milio,"2,465",3.86:1,47.67%,4.75%,2.47%,24.89,"7,188"
87,Ryze,"2,453",2.26:1,50.06%,4.72%,0.73%,208.45,"11,332"
88,Soraka,"2,344",3.17:1,50.17%,4.51%,1.83%,25.34,"7,234"
89,Volibear,"2,341",1.93:1,50.53%,4.51%,2.02%,174.34,"10,609"
90,Bel'Veth,"2,338",3.11:1,53.04%,4.5%,9.73%,172.12,"11,382"
91,Tristana,"2,316",2.39:1,49.44%,4.46%,0.48%,192.3,"12,001"
92,Kalista,"2,226",2.25:1,48.34%,4.29%,1.81%,191.28,"11,767"
93,Fiora,"2,221",1.66:1,51.6%,4.28%,8.13%,193.68,"11,396"
94,Lucian,"2,192",2.35:1,48.72%,4.22%,0.47%,201.9,"11,712"
95,Sona,"2,174",3.18:1,51.84%,4.2%,0.4%,26.92,"7,817"
96,Xayah,"2,166",2.37:1,49.54%,4.17%,0.61%,208.7,"11,575"
97,Rumble,"2,107",2.17:1,48.32%,4.06%,1.23%,177.41,"10,394"
98,Warwick,"2,083",2.22:1,52.66%,4.01%,8.16%,154.73,"10,828"
99,Ornn,"2,056",2.6:1,49.17%,3.96%,0.25%,174.3,"9,871"
100,Shaco,"2,047",2.89:1,50.66%,3.94%,6.07%,127.58,"10,722"
101,Azir,"2,001",2.23:1,51.12%,3.85%,0.91%,214.68,"11,657"
102,Malphite,"1,971",2.45:1,48.45%,3.8%,6.7%,165.75,"9,771"
103,Akshan,"1,948",2.54:1,49.79%,3.75%,4.49%,188.71,"12,229"
104,Kennen,"1,934",2.27:1,54.55%,3.72%,2.44%,173.67,"10,660"
105,Miss Fortune,"1,925",2.58:1,51.27%,3.71%,0.13%,200.61,"11,975"
106,Zeri,"1,871",2.42:1,50.35%,3.6%,0.38%,218.26,"11,976"
107,Udyr,"1,852",2.59:1,49.57%,3.57%,5.21%,178.08,"10,556"
108,Garen,"1,844",2.05:1,47.56%,3.55%,1.59%,207.55,"11,693"
109,Xerath,"1,843",3.28:1,49.05%,3.55%,1.39%,147.56,"10,308"
110,Shen,"1,838",3.04:1,49.24%,3.54%,0.39%,137.83,"9,249"
111,Renata Glasc,"1,834",3.05:1,50.05%,3.53%,0.52%,27.93,"7,410"
112,Sivir,"1,818",2.6:1,49.67%,3.5%,0.33%,225.57,"11,950"
113,Nunu & Willump,"1,796",2.91:1,51.95%,3.46%,1.87%,149.41,"10,085"
114,Xin Zhao,"1,765",2.54:1,50.2%,3.4%,0.42%,161.84,"10,747"
115,Lissandra,"1,665",2.56:1,52.19%,3.21%,1.03%,184.43,"10,454"
116,Rek'Sai,"1,650",3.21:1,53.94%,3.18%,0.92%,159.83,"11,281"
117,Nocturne,"1,641",2.9:1,51.8%,3.16%,1.96%,177.46,"11,231"
118,Dr. Mundo,"1,639",2.1:1,48.81%,3.16%,0.88%,191.1,"10,749"
119,Cho'Gath,"1,619",2.22:1,50.71%,3.12%,0.27%,184.13,"10,810"
120,Ziggs,"1,583",2.72:1,51.67%,3.05%,0.59%,206.52,"11,490"
121,Kog'Maw,"1,565",2.24:1,52.59%,3.01%,2.17%,195.36,"11,596"
122,Vayne,"1,466",2.02:1,51.36%,2.82%,2.11%,184.48,"11,295"
