Popularity,Champion,Games Played,KDA,Win rate,Pick rate,Ban rate,CS,Gold
127,Singed,"26,981",2.03:1,51.99%,2.63%,0.48%,191.65,"11,943"
128,Yuumi,"26,887",4.72:1,46.36%,2.62%,1.35%,14.99,"7,975"
129,Sona,"26,750",3:1,51.83%,2.61%,0.13%,31.12,"8,583"
130,Shyvana,"26,501",2.29:1,50.71%,2.59%,0.84%,211.45,"12,904"
131,Fiora,"26,427",1.59:1,47.33%,2.58%,2.65%,187.12,"12,100"
132,Rell,"26,050",2.8:1,49.48%,2.54%,0.98%,33.7,"8,759"
133,Orianna,"25,883",2.68:1,48.41%,2.53%,0.3%,178.45,"11,539"
134,Kog'Maw,"25,777",2.18:1,50.86%,2.52%,1.3%,181.1,"12,594"
135,Naafiri,"25,452",2.33:1,51.1%,2.48%,1.95%,175.22,"12,676"
136,Rammus,"25,167",2.93:1,50.92%,2.46%,6.71%,154.17,"11,098"
137,Rengar,"25,027",1.96:1,43.83%,2.44%,1.23%,183.69,"12,415"
138,Lissandra,"24,898",2.41:1,49.77%,2.43%,1.29%,178.54,"11,541"
139,Janna,"24,895",3.23:1,50.98%,2.43%,0.35%,30.69,"8,277"
140,Taric,"24,586",2.76:1,53.12%,2.4%,0.58%,43.41,"8,563"
141,Evelynn,"24,334",2.64:1,46.97%,2.37%,1.2%,166.85,"12,345"
142,Akshan,"23,311",2.2:1,48%,2.27%,1.49%,175,"12,893"
143,Hecarim,"21,974",2.51:1,45.75%,2.14%,0.85%,191.2,"12,237"
144,Skarner,"21,564",2.84:1,47.15%,2.1%,2.72%,154.69,"10,901"
145,Zilean,"21,324",3.1:1,50.68%,2.08%,0.54%,67.97,"9,238"
146,Twisted Fate,"21,218",2.16:1,47.31%,2.07%,0.13%,174.68,"12,552"
147,Anivia,"20,041",2.63:1,50.67%,1.96%,0.88%,168.61,"11,480"
148,Azir,"19,834",2.02:1,47.87%,1.94%,0.39%,197.34,"12,162"
149,Renata Glasc,"19,367",2.66:1,49.4%,1.89%,0.41%,36.66,"8,574"
150,Nilah,"19,219",2.17:1,51.76%,1.88%,2.99%,188.5,"13,043"
151,Bel'Veth,"19,055",2.21:1,48.8%,1.86%,1.71%,187.44,"12,339"
152,Elise,"18,469",2.41:1,47.92%,1.8%,0.39%,156.82,"11,944"
153,Zeri,"18,418",2.25:1,47.07%,1.8%,0.26%,211.27,"12,996"
154,Qiyana,"18,178",2.2:1,47.57%,1.77%,0.25%,170,"12,323"
155,Bard,"18,153",3.02:1,48.96%,1.77%,0.31%,36.9,"8,860"
156,Rumble,"17,579",2.1:1,47.44%,1.72%,0.35%,175.72,"11,811"
157,Annie,"17,518",2.38:1,50.67%,1.71%,0.46%,144,"11,237"
158,Kled,"16,260",2.14:1,49.49%,1.59%,0.94%,165.94,"12,157"
159,Kennen,"16,108",2.19:1,50.2%,1.57%,0.53%,167.19,"11,689"
160,Taliyah,"14,976",2.34:1,49.39%,1.46%,0.22%,187.77,"12,353"
161,Olaf,"13,742",1.77:1,47.58%,1.34%,0.56%,183.7,"12,343"
162,Quinn,"13,505",1.99:1,47.81%,1.32%,0.53%,166.21,"12,457"
163,Kalista,"12,891",2.01:1,44.96%,1.26%,0.4%,179.18,"12,682"
164,Cassiopeia,"12,819",2.14:1,50.95%,1.25%,0.75%,180.88,"11,820"
165,Karthus,"11,659",2.32:1,47.95%,1.14%,0.3%,209.94,"13,403"
166,Kassadin,"11,580",2.38:1,47.67%,1.13%,0.46%,174.09,"11,869"
167,Ivern,"10,513",3.16:1,49.14%,1.03%,0.2%,134.77,"10,329"
168,Nidalee,"10,366",2.28:1,41.84%,1.01%,0.14%,150.87,"11,475"
169,Rek'Sai,"8,501",2.53:1,46.81%,0.83%,0.21%,159.17,"11,830"
